file,niqe
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0034_S.jpeg,3.7500762111587
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0035_S.jpeg,3.37984551074519
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0036_S.jpeg,2.90721766600192
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0037_S.jpeg,3.08111458400702
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0038_S.jpeg,2.78191876028115
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0039_S.jpeg,3.96923830492108
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0040_S.jpeg,3.29051587997688
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0041_S.jpeg,4.45805732130612
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0042_S.jpeg,4.36559875799341
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0043_S.jpeg,3.8406695922168
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0044_S.jpeg,3.42066846072603
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0045_S.jpeg,2.73315795144683
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0046_S.jpeg,2.64403180324856
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0047_S.jpeg,4.03347147349217
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0049_S.jpeg,3.06957110495798
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0050_S.jpeg,3.15397081993686
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0051_S.jpeg,4.38299942489936
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0052_S.jpeg,4.63755638060913
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0053_S.jpeg,3.64553196559718
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0054_S.jpeg,3.81244365359487
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0055_S.jpeg,3.36382506621706
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0056_S.jpeg,4.17464739184254
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0057_S.jpeg,3.03046169272207
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0058_S.jpeg,3.17067959727298
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0059_S.jpeg,3.46858928708211
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0060_S.jpeg,3.42046369900189
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0061_S.jpeg,3.91803456510316
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0062_S.jpeg,3.48522546698362
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0063_S.jpeg,3.38641502067663
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0064_S.jpeg,3.23532495346492
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0065_S.jpeg,2.914972217637
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0066_S.jpeg,3.84727967641701
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0067_S.jpeg,2.6191832056568
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0068_S.jpeg,4.22654554549341
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0069_S.jpeg,2.86840461503427
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0070_S.jpeg,3.27567659014835
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0071_S.jpeg,3.28264417183052
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0072_S.jpeg,3.19743936731732
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0073_S.jpeg,3.25317342066076
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0074_S.jpeg,2.91663647130492
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_0075_S.jpeg,3.77433100901574
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9826_S.jpeg,3.50611924342464
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9827_S.jpeg,3.38141073687537
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9828_S.jpeg,3.9708576994218
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9829_S.jpeg,3.56527744281413
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9830_S.jpeg,2.85704284524064
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9831_S.jpeg,3.42535347799099
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9832_S.jpeg,3.35814372729455
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9833_S.jpeg,3.03108354350962
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9834_S.jpeg,3.40268804905
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9835_S.jpeg,3.24181578589903
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9836_S.jpeg,3.46641977255102
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9837_S.jpeg,2.83762077248494
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9838_S.jpeg,3.1298087680601
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9839_S.jpeg,3.31707259036778
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9840_S.jpeg,2.97934295261388
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9841_S.jpeg,3.36650258875472
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9842_S.jpeg,3.75327946085507
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9843_S.jpeg,3.3788214123275
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9844_S.jpeg,3.29695985815116
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9845_S.jpeg,2.81769546139223
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9846_S.jpeg,3.48387584352654
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9847_S.jpeg,2.87484693473903
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9848_S.jpeg,3.72053618076068
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9849_S.jpeg,3.9858800636482
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9850_S.jpeg,3.3550313634833
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9851_S.jpeg,3.16162161492003
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9852_S.jpeg,2.96976400845695
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9853_S.jpeg,2.92299143093855
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9854_S.jpeg,2.77099188535469
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9855_S.jpeg,2.78139500128249
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9856_S.jpeg,3.27977632576984
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9857_S.jpeg,3.17723627342377
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9858_S.jpeg,2.91639768077177
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9859_S.jpeg,3.94117625288583
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9860_S.jpeg,2.70216155372279
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9861_S.jpeg,3.61320358573388
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9862_S.jpeg,3.2865160060827
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9863_S.jpeg,2.89178166167637
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9864_S.jpeg,3.32761487127165
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9865_S.jpeg,3.14562785921698
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9866_S.jpeg,3.6418786256673
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9867_S.jpeg,3.0360108169408
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9868_S.jpeg,3.43243056810375
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9869_S.jpeg,2.99305370712325
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9870_S.jpeg,3.33734732756278
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9871_S.jpeg,3.11504165245755
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9872_S.jpeg,3.13789353184954
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9873_S.jpeg,3.11438893094068
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9874_S.jpeg,3.27816601898737
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9875_S.jpeg,2.85621530896244
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9876_S.jpeg,4.44139631238989
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9877_S.jpeg,3.45853407117873
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9878_S.jpeg,2.8543112830946
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9879_S.jpeg,3.02363614821054
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9880_S.jpeg,3.94015584348806
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9881_S.jpeg,2.68654858951598
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9882_S.jpeg,3.2429112454735
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9883_S.jpeg,2.99699251614034
D:\Documents\ECE 253\project\RetinexNet-master\lowlight_test\IMG_9884_S.jpeg,3.27996604872668
AVERAGE,3.34446229791559
